scenario,cpu_speed,cpu_cores,cpu_threads,gpu_vram,ram_size,storage_space,psu_power,total_price,performance_score
General Use,3.6,2,4,24,64,1000,750,2471,5540.8
General Use,3.9,6,12,12,32,1000,750,1766,5287.2
Content Creation,3.6,6,12,3,32,1000,500,2217,10736.0
Gaming,3.5,4,8,6,16,1000,500,1145,2292.5
Gaming,3.6,4,8,11,32,1000,600,2660,2474.0
Workstation,3.6,8,16,8,64,1000,850,2579,15650.0
Content Creation,3.5,4,4,8,64,1000,1300,1987,11392.0
Home Office,3.4,6,12,8,8,1000,1300,2223,5114.0
Gaming,3.2,8,16,11,16,500,750,2120,1428.0
General Use,3.4,6,12,8,32,250,1000,2195,1533.2
Workstation,3.7,4,8,16,32,250,800,1558,7200.0
Workstation,3.6,8,16,2,32,250,600,1997,6260.0
Workstation,3.9,6,12,6,64,2000,600,2228,24370.0
Content Creation,3.7,4,8,6,48,2000,500,1680,21056.0
Workstation,3.7,8,16,6,32,250,1000,2166,8260.0
General Use,3.1,4,4,8,32,500,850,1869,2780.8
Content Creation,3.6,8,16,8,16,1000,1500,1443,10480.0
General Use,4.5,16,32,8,64,1000,700,2741,5548.0
Content Creation,3.7,6,12,8,16,1000,650,1589,10456.0
General Use,3.4,8,16,11,64,1000,850,2704,5539.2
Gaming,3.7,4,8,8,96,2000,650,2330,4735.5
Workstation,3.4,8,16,8,16,2000,700,1487,23940.0
Content Creation,3.6,12,24,6,16,500,750,2272,5512.0
Home Office,3.6,4,8,12,64,500,1200,2348,3176.0
Workstation,3.7,8,16,8,8,1000,700,1804,13780.0
Content Creation,3.4,8,16,20,32,500,1200,2143,5896.0
Workstation,3.6,8,16,10,64,1000,600,2019,14400.0
Gaming,3.8,4,4,8,32,1000,650,2274,2417.0
Workstation,3.5,4,8,8,16,1000,650,1482,13630.0
Home Office,3.2,4,8,24,32,2000,1050,2171,10352.0
Content Creation,3.6,6,12,20,8,2000,750,1723,20392.0
Gaming,3.2,8,16,12,32,1000,850,2085,2528.0
Gaming,3.8,4,4,8,32,2000,750,2535,4417.0
General Use,3.3,6,12,8,64,1000,850,2182,5538.4
Content Creation,3.6,4,8,8,32,1000,550,2257,10752.0
Home Office,3.9,6,12,8,32,2000,750,1785,10359.0
General Use,3.7,6,12,16,16,1000,750,1801,5157.6
Content Creation,3.7,8,16,8,16,1000,700,1821,10480.0
General Use,3.7,6,12,4,16,2000,700,2294,10157.6
Content Creation,3.1,4,4,16,16,2000,750,2178,20496.0
Gaming,3.2,4,8,8,64,1000,650,1785,2568.0
General Use,3.4,8,16,10,32,1000,750,2418,5283.2
Gaming,3.4,8,16,8,128,500,750,2654,1931.0
Workstation,3.4,8,16,8,32,1000,850,2393,15010.0
Home Office,3.1,4,4,8,16,1000,500,2215,5191.0
Home Office,3.4,8,16,8,32,1000,850,2463,5354.0
Gaming,3.6,6,12,12,32,2000,550,2436,4514.0
Content Creation,3.6,4,8,8,8,500,500,2049,5272.0
Content Creation,3.6,8,16,8,32,1000,850,1818,10800.0
Workstation,3.2,4,8,8,16,1000,850,2240,14630.0
Gaming,3.8,4,4,12,32,1000,1350,2508,2497.0
Home Office,3.8,8,16,10,32,500,500,2296,2858.0
Workstation,3.6,6,12,8,32,1000,550,2303,13480.0
General Use,3.6,2,4,4,32,250,750,2212,1534.8
Content Creation,3.6,8,16,6,16,1000,700,2018,10464.0
Content Creation,3.1,4,4,8,64,250,500,1135,3892.0
General Use,3.4,8,16,6,64,2000,750,2226,10539.2
Home Office,3.4,8,16,6,32,2000,750,1635,10354.0
Home Office,3.4,8,16,11,16,1000,750,2104,5194.0
Home Office,3.1,4,4,16,64,1000,400,2654,5671.0
Content Creation,3.7,6,12,24,32,2000,850,2183,20904.0
Workstation,3.8,8,16,12,64,2000,750,2586,25150.0
Workstation,3.4,8,16,11,4,2000,600,2201,23200.0
Home Office,3.2,4,8,8,16,1000,850,2090,5192.0
General Use,4.2,16,32,16,32,500,850,1702,2789.6
Gaming,3.6,2,4,24,16,2000,650,2034,4634.0
Home Office,3.4,8,16,8,16,2000,500,2555,10194.0
Content Creation,3.6,4,8,8,16,250,600,2924,2932.0
General Use,3.6,8,16,8,64,1000,1000,1639,5540.8
Home Office,3.6,6,12,2,32,1000,750,1806,5356.0
Home Office,3.3,6,12,11,32,1000,750,2075,5353.0
Home Office,3.7,4,8,8,32,2000,700,1850,10357.0
Gaming,3.5,4,4,8,32,1000,500,2597,2412.5
Home Office,3.7,12,24,24,8,2000,800,2522,10117.0
Content Creation,3.5,4,4,4,8,2000,400,2054,20240.0
Content Creation,3.5,4,8,10,32,1000,950,2323,10768.0
Content Creation,3.7,8,16,8,64,500,1000,2810,6440.0
Content Creation,3.5,6,12,8,64,2000,800,2430,21416.0
Content Creation,3.6,4,8,6,32,2000,500,2002,20736.0
Gaming,3.6,8,16,12,16,1000,1000,2000,2454.0
General Use,3.6,6,12,10,32,500,750,2532,2784.8
Home Office,3.7,4,8,8,64,2000,500,2529,10677.0
Gaming,3.6,4,8,8,64,1000,750,2201,2574.0
General Use,3.5,4,4,6,32,1000,650,2862,5284.0
Home Office,3.4,6,12,12,32,1000,750,2453,5354.0
General Use,3.5,6,12,8,64,1000,750,1862,5540.0
General Use,3.4,8,16,8,64,2000,650,2665,10539.2
Workstation,3.0,8,16,12,32,1000,800,1344,14760.0
General Use,3.6,4,8,8,32,250,650,2857,1534.8
Gaming,3.1,4,4,8,32,1000,600,1372,2406.5
Home Office,3.6,2,4,8,64,1000,750,3011,5676.0
Gaming,3.6,4,8,8,8,1000,750,2092,2294.0
Home Office,3.6,6,12,6,32,2000,850,2140,10356.0
Home Office,3.6,6,12,12,32,2000,850,2019,10356.0
Workstation,3.4,6,12,8,32,500,400,2501,7730.0
Content Creation,3.5,4,4,12,32,1000,550,2762,10784.0
Gaming,3.4,8,16,12,16,2000,750,2064,4451.0
General Use,3.8,8,16,6,64,2000,550,2518,10542.4
Gaming,3.2,4,8,8,16,500,700,1988,1328.0
Gaming,3.6,8,16,10,16,2000,850,1751,4414.0
Content Creation,3.8,4,4,24,128,1000,850,1757,12800.0
General Use,4.2,16,32,12,64,2000,750,1495,10545.6
Content Creation,3.4,8,16,10,16,1000,750,1864,10496.0
Workstation,3.7,6,12,8,32,500,1000,2469,10730.0
Gaming,3.3,6,12,4,32,1000,1200,1259,2349.5
Home Office,3.5,6,12,11,16,250,600,2165,1445.0
Home Office,3.2,4,8,8,32,1000,750,2727,5352.0
General Use,3.4,6,12,11,32,500,400,2369,2783.2
General Use,3.2,4,8,16,32,1000,750,2380,5281.6
Home Office,3.6,4,8,12,32,2000,500,2003,10356.0
Home Office,3.2,4,8,12,32,1000,650,2286,5352.0
Content Creation,3.6,4,8,8,32,1000,550,2169,10752.0
Home Office,3.3,6,12,8,32,2000,700,2526,10353.0
General Use,3.6,6,12,8,16,250,1000,2473,1406.8
Workstation,3.1,4,4,12,64,250,500,2446,6340.0
Gaming,3.4,6,12,12,16,2000,1000,2786,4431.0
General Use,3.6,4,8,20,32,2000,850,2207,10284.8
General Use,3.4,6,12,8,8,500,550,1566,2591.2
Gaming,3.6,6,12,8,8,1000,600,1997,2314.0
Home Office,3.6,8,16,8,16,1000,650,1656,5196.0
Workstation,3.6,2,4,11,16,500,450,1988,7600.0
Content Creation,3.2,8,16,8,16,1000,550,2123,10480.0
Gaming,3.2,4,8,24,32,1000,850,2495,2728.0
Content Creation,3.7,8,16,8,32,1000,800,1641,10800.0
Gaming,3.9,6,12,8,32,1000,500,1901,2438.5
Home Office,3.4,8,16,16,64,1000,650,2698,5674.0
Home Office,3.6,8,16,8,16,1000,750,2210,5196.0
General Use,3.6,6,12,8,32,2000,650,3048,10284.8
Gaming,3.4,8,16,6,32,2000,1250,2343,4411.0
General Use,3.4,8,16,12,16,2000,650,2570,10155.2
Workstation,3.5,4,4,8,32,1000,600,1882,13700.0
Content Creation,3.5,6,12,8,16,2000,850,1914,20456.0
Workstation,3.7,6,12,4,16,2000,750,2552,24160.0
General Use,3.4,8,16,24,32,1000,700,2750,5283.2
Home Office,3.2,8,16,8,64,2000,850,1780,10672.0
Home Office,3.2,4,8,8,16,2000,650,2676,10192.0
General Use,3.2,4,8,2,8,250,1000,1878,1339.6
Workstation,3.5,4,4,6,32,1000,750,2211,14450.0
Content Creation,3.5,6,12,16,64,2000,1000,1389,21480.0
General Use,3.7,4,8,10,32,2000,850,2748,10285.6
Home Office,3.1,4,4,8,64,2000,850,2760,10671.0
Home Office,3.6,4,8,12,32,1000,750,2164,5356.0
Gaming,3.6,8,16,8,32,250,600,2333,954.0
Workstation,3.9,6,12,8,16,1000,500,1172,12910.0
General Use,3.6,4,8,24,16,1000,750,1792,5156.8
Content Creation,3.2,4,8,6,64,2000,700,2435,21376.0
General Use,3.5,4,8,6,32,2000,750,2553,10284.0
Gaming,3.5,4,8,3,16,2000,1200,1498,4232.5
Workstation,3.1,4,4,12,32,2000,1200,1923,26700.0
Home Office,3.6,2,4,8,64,250,650,2534,1926.0
Home Office,3.6,8,16,12,16,1000,750,2152,5196.0
Content Creation,4.5,8,16,6,64,2000,800,2365,21424.0
General Use,3.4,8,16,8,64,2000,650,3105,10539.2
Content Creation,4.7,12,24,6,64,1000,1000,2187,11472.0
Home Office,3.2,4,8,12,32,2000,1250,1962,10352.0
Gaming,3.5,6,12,6,64,2000,500,1536,4552.5
General Use,3.6,2,4,8,16,1000,800,2066,5156.8
Content Creation,3.4,6,12,12,64,2000,550,1656,21448.0
Home Office,3.0,8,16,8,48,1000,650,2500,5510.0
Home Office,3.1,4,4,16,32,2000,750,2334,10351.0
Workstation,3.2,4,8,11,32,1000,850,2340,14950.0
Gaming,3.4,6,12,4,32,500,1000,2121,1351.0
General Use,3.0,8,16,8,64,1000,650,2250,5536.0
Content Creation,3.7,8,16,6,32,2000,600,1885,20784.0
General Use,3.6,8,16,8,64,500,1000,2644,3040.8
Home Office,3.9,6,12,8,32,1000,650,2479,5359.0
Gaming,3.6,4,8,8,4,500,850,2934,1274.0
Workstation,3.3,6,12,11,32,1000,650,2311,13980.0
Gaming,3.7,8,16,16,64,500,850,1930,1775.5
Content Creation,3.2,8,16,8,16,500,550,1503,5480.0
Home Office,3.6,4,8,12,32,1000,650,1902,5356.0
Home Office,3.7,8,16,11,16,1000,600,2865,5197.0
Content Creation,4.4,12,24,3,32,250,650,2627,3308.0
Content Creation,3.2,4,8,8,64,250,1200,1719,3892.0
Home Office,4.7,6,12,8,16,1000,1000,2582,5207.0
Workstation,3.5,4,4,16,32,2000,850,1941,24950.0
Gaming,3.8,8,16,8,16,2000,650,2564,4377.0
Workstation,3.6,8,16,12,8,2000,1300,2237,26780.0
Gaming,3.6,8,16,8,16,1000,750,2536,2374.0
Workstation,3.4,8,16,8,64,500,900,2692,10900.0
Content Creation,3.2,8,16,12,32,1000,850,1777,10832.0
Gaming,3.6,6,12,8,16,1000,650,1871,2354.0
General Use,3.4,8,16,8,128,1000,650,1989,6051.2
Workstation,3.2,4,8,6,16,1000,850,1636,14630.0
Workstation,3.8,4,4,8,16,500,1000,2183,10380.0
Gaming,3.6,2,4,24,16,1000,450,2213,2634.0
Gaming,3.6,4,8,8,32,2000,750,2390,4414.0
Workstation,3.6,6,12,11,16,1000,650,2575,13660.0
General Use,3.6,8,16,16,64,1000,650,2295,5540.8
Gaming,3.8,8,16,12,64,1000,750,2476,2697.0
Content Creation,3.7,4,8,11,32,2000,600,2709,20776.0
Gaming,3.7,8,16,4,16,2000,550,2658,4295.5
General Use,3.6,4,8,8,32,1000,650,1528,5284.8
General Use,3.4,8,16,8,32,250,750,1720,1533.2
Home Office,3.4,8,16,8,16,1000,650,2805,5194.0
Content Creation,3.0,8,16,8,96,250,500,2401,4580.0
Gaming,3.8,4,4,8,48,2000,550,1717,4497.0
Content Creation,3.5,4,4,16,16,1000,1200,2170,10496.0
Gaming,3.4,8,16,8,16,1000,800,2852,2371.0
Home Office,3.7,8,16,8,64,1000,750,2620,5677.0
Home Office,3.4,8,16,16,16,1000,1000,1479,5194.0
Gaming,3.1,4,4,8,32,2000,800,2087,4406.5
Gaming,3.4,8,16,8,48,500,600,2127,1531.0
Gaming,3.7,8,16,8,32,1000,700,1964,2455.5
Content Creation,3.7,4,8,16,32,1000,850,2027,10816.0
General Use,3.6,4,8,16,64,1000,1000,1231,5540.8
Workstation,3.6,2,4,16,32,1000,1000,1766,15670.0
Gaming,3.4,6,12,8,96,2000,650,1802,4751.0
Home Office,3.0,8,16,8,32,500,550,2135,2850.0
General Use,3.4,6,12,16,32,250,600,1576,1533.2
Gaming,3.1,4,4,2,16,250,850,2478,706.5
Workstation,3.7,4,8,8,32,1000,850,1884,14950.0
Gaming,3.6,6,12,8,8,500,500,2106,1314.0
General Use,3.5,4,4,8,64,1000,1650,2209,5540.0
General Use,3.2,4,8,6,32,2000,850,1762,10281.6
Home Office,3.5,4,8,10,32,2000,650,1926,10355.0
Gaming,3.4,8,16,4,64,1000,750,1863,2531.0
Workstation,3.1,4,4,24,32,2000,600,2560,23700.0
Gaming,3.6,6,12,4,8,500,750,2056,1234.0
Gaming,3.7,4,8,4,32,2000,600,2414,4335.5
Home Office,3.6,2,4,8,16,500,850,1644,2696.0
Home Office,3.7,8,16,8,32,1000,650,1685,5357.0
General Use,3.8,8,16,6,48,500,500,1886,2914.4
Workstation,3.5,4,4,8,32,2000,400,2429,22700.0
Home Office,3.9,6,12,20,16,1000,650,2046,5199.0
General Use,3.8,8,16,8,64,1000,1000,1871,5542.4
General Use,3.5,4,4,24,96,1000,850,1969,5796.0
Workstation,3.2,4,8,8,32,2000,800,2252,24700.0
Workstation,3.7,12,24,11,64,2000,1200,1760,27460.0
Home Office,3.4,8,16,8,128,500,650,1634,3814.0
General Use,3.7,6,12,3,16,1000,600,2034,5157.6
Content Creation,3.4,6,12,8,8,1000,750,2454,10296.0
General Use,3.7,6,12,6,32,1000,750,1497,5285.6
Gaming,3.8,4,4,24,8,1000,850,2405,2617.0
Workstation,3.6,6,12,8,32,2000,750,1658,24480.0
Content Creation,3.1,4,4,8,32,250,650,2621,3252.0
Home Office,4.5,8,16,8,8,2000,750,1627,10125.0
Gaming,3.6,4,8,4,32,2000,800,2588,4334.0
General Use,3.6,4,8,6,32,1000,1200,1870,5284.8
Gaming,3.4,8,16,8,64,2000,650,2324,4611.0
Content Creation,3.8,8,16,3,256,1000,750,1632,15240.0
Gaming,4.2,16,32,24,16,250,750,2732,1283.0
Home Office,3.8,8,16,3,32,2000,600,1524,10358.0
Content Creation,3.6,6,12,4,32,2000,750,2222,20744.0
Home Office,3.6,4,8,6,16,2000,650,2761,10196.0
General Use,3.6,6,12,8,64,500,650,2965,3040.8
General Use,3.7,4,8,10,192,2000,1500,2755,11565.6
General Use,3.9,6,12,8,4,500,400,2672,2563.2
Workstation,3.6,6,12,12,8,1000,1000,2308,15250.0
Home Office,3.4,8,16,12,16,2000,750,1579,10194.0
Content Creation,3.7,12,24,8,4,500,500,1567,5288.0
Content Creation,3.4,8,16,24,32,2000,1200,1779,20928.0
Content Creation,3.4,6,12,12,32,1000,1050,2024,10808.0
General Use,3.7,6,12,4,64,1000,750,2022,5541.6
Workstation,3.6,8,16,8,32,1000,700,1493,14260.0
Content Creation,3.0,8,16,6,16,1000,550,1746,10464.0
Home Office,3.6,6,12,8,64,2000,750,2121,10676.0
Gaming,3.8,8,16,8,64,2000,550,1779,4617.0
Gaming,3.2,4,8,24,16,1000,1000,2164,2648.0
Workstation,3.2,8,16,8,64,2000,550,2176,24150.0
Gaming,3.5,4,8,8,16,250,550,1697,832.5
Content Creation,3.4,8,16,4,64,1000,750,1506,11408.0
Gaming,3.8,8,16,16,32,1000,600,1816,2617.0
Workstation,3.0,8,16,8,16,1000,1100,2211,15940.0
Workstation,3.4,8,16,8,32,1000,1600,2577,18760.0
Gaming,3.8,8,16,8,48,500,650,1392,1537.0
Home Office,3.6,8,16,8,16,500,650,1677,2696.0
Workstation,3.7,6,12,8,32,2000,650,1508,23980.0
Gaming,3.5,4,4,12,32,2000,750,2314,4492.5
Gaming,3.7,8,16,8,32,500,850,2276,1455.5
General Use,3.6,4,8,8,32,1000,1000,2184,5284.8
Content Creation,4.5,16,32,20,64,1000,750,1612,11632.0
Gaming,3.2,4,8,8,32,2000,650,1913,4408.0
Gaming,3.6,4,8,8,8,1000,850,2875,2294.0
Content Creation,3.6,4,8,24,32,1000,550,1735,10880.0
Workstation,3.4,8,16,24,64,2000,850,1656,25650.0
Home Office,3.5,4,4,4,64,1000,1000,1630,5675.0
Content Creation,3.4,8,16,6,128,1000,800,2276,12704.0
Home Office,3.8,8,16,12,32,500,850,1898,2858.0
Gaming,3.9,6,12,6,16,250,750,1370,818.5
Workstation,3.6,6,12,12,32,250,850,2027,7480.0
Home Office,3.4,8,16,6,32,1000,500,1951,5354.0
Content Creation,3.6,6,12,12,32,2000,1000,1954,20808.0
Gaming,3.6,2,4,8,32,2000,500,2011,4394.0
Gaming,3.6,8,16,8,8,500,850,2327,1334.0
General Use,3.6,8,16,8,16,500,750,2676,2656.8
General Use,3.4,8,16,8,8,2000,750,1521,10091.2
General Use,3.6,4,8,8,32,1000,500,3015,5284.8
Workstation,3.4,8,16,10,16,1000,1050,2702,15690.0
Workstation,3.7,8,16,6,8,500,750,2561,9030.0
General Use,3.6,4,8,4,8,1000,850,2900,5092.8
Home Office,3.7,8,16,8,192,500,500,2899,4457.0
General Use,3.4,8,16,8,32,1000,650,2835,5283.2
General Use,3.8,8,16,24,96,250,750,1768,2048.4
Workstation,3.4,6,12,8,16,1000,850,2282,14660.0
Home Office,4.7,12,24,16,32,1000,650,2697,5367.0
General Use,3.1,4,4,16,8,1000,850,2323,5088.8
Gaming,3.6,12,24,8,64,2000,500,2078,4654.0
Home Office,3.1,4,4,8,64,2000,650,2482,10671.0
General Use,3.6,6,12,10,64,250,750,1560,1790.8
Workstation,3.2,4,8,8,96,1000,500,2440,14480.0
Home Office,4.2,8,16,10,32,1000,550,1910,5362.0
Workstation,3.4,8,16,6,32,2000,850,1940,25010.0
General Use,3.2,4,8,10,64,1000,1000,1949,5537.6
Gaming,4.4,12,24,6,32,2000,850,2136,4466.0
Workstation,3.6,4,8,20,64,1000,700,2033,14840.0
Content Creation,3.6,6,12,8,64,1000,550,1268,11416.0
Content Creation,3.5,4,4,12,64,500,1000,2462,6424.0
Content Creation,3.7,8,16,8,16,1000,550,1895,10480.0
General Use,3.6,4,8,8,32,500,700,2888,2784.8
Content Creation,3.8,8,16,8,32,2000,850,2442,20800.0
Gaming,3.5,6,12,24,32,250,1000,2191,1252.5
General Use,3.6,8,16,16,96,500,750,2893,3296.8
Gaming,3.6,4,8,8,32,1000,550,2752,2414.0
Gaming,4.5,16,32,4,16,2000,500,2256,4387.5
General Use,3.0,8,16,12,16,2000,850,2576,10152.0
Content Creation,3.5,4,4,6,16,2000,500,2481,20416.0
Home Office,3.7,8,16,8,32,500,700,2321,2857.0
Workstation,3.6,8,16,8,16,2000,650,2430,23690.0
Home Office,3.7,4,8,8,8,2000,850,2655,10117.0
Gaming,3.6,4,8,16,128,2000,750,2358,5054.0
General Use,3.7,8,16,4,16,2000,750,2064,10157.6
Home Office,3.6,6,12,12,8,1000,1000,1311,5116.0
Workstation,3.7,6,12,8,64,2000,850,1695,25620.0
Content Creation,3.8,8,16,8,8,1000,750,1650,10320.0
Home Office,3.6,4,8,11,32,1000,750,2058,5356.0
Workstation,3.1,4,4,8,32,1000,700,2929,14200.0
Home Office,3.6,2,4,6,64,1000,900,2559,5676.0
Gaming,3.2,4,8,12,64,1000,1000,1803,2648.0
General Use,3.7,4,8,8,32,2000,650,2510,10285.6
Home Office,3.7,6,12,8,32,250,650,2033,1607.0
General Use,3.6,4,8,8,16,1000,700,2950,5156.8
Home Office,3.4,6,12,8,64,250,1050,1704,1924.0
Gaming,3.0,8,16,8,32,1000,1000,2090,2445.0
General Use,3.6,12,24,8,8,1000,750,2721,5092.8
General Use,3.6,6,12,6,8,1000,850,1958,5092.8
General Use,3.1,4,4,2,16,500,400,1371,2652.8
Content Creation,3.7,4,8,11,4,1000,2000,2127,10216.0
General Use,3.8,4,4,8,32,500,1050,2586,2786.4
Workstation,3.6,8,16,4,32,1000,1000,1632,15760.0
Home Office,3.6,4,8,20,48,500,1000,2723,3016.0
Home Office,3.5,6,12,8,32,1000,650,2228,5355.0
Home Office,3.4,8,16,8,32,500,550,2671,2854.0
General Use,3.1,4,4,8,16,2000,750,2072,10152.8
Home Office,3.6,6,12,24,32,1000,400,3034,5356.0
Home Office,3.6,8,16,8,16,500,650,1986,2696.0
General Use,3.4,6,12,11,16,1000,650,2201,5155.2
General Use,3.7,4,8,11,64,2000,1000,2411,10541.6
Content Creation,3.4,6,12,12,64,250,850,2708,3948.0
General Use,3.1,4,4,6,64,1000,950,2108,5536.8
Home Office,3.5,4,4,8,8,1000,700,1747,5115.0
Gaming,3.6,8,16,12,16,1000,700,2637,2454.0
Gaming,3.4,8,16,24,32,1000,1000,2743,2771.0
General Use,3.7,6,12,8,16,2000,650,2857,10157.6
Content Creation,3.2,4,8,11,32,500,650,2238,5776.0
Content Creation,3.2,4,8,11,64,250,600,1948,3916.0
Gaming,3.6,4,8,16,128,1000,500,2214,3054.0
Workstation,3.5,4,4,8,32,2000,850,2222,24950.0
Gaming,3.6,6,12,8,16,1000,650,2113,2354.0
Workstation,3.6,4,8,8,32,1000,1000,1360,15700.0
Workstation,3.6,6,12,8,32,2000,1100,1507,26230.0
Workstation,3.5,4,4,12,32,2000,750,2622,24450.0
Home Office,3.8,4,4,6,16,1000,800,1444,5198.0
Home Office,3.6,8,16,11,32,1000,750,2307,5356.0
Gaming,3.7,4,8,6,32,250,750,2350,875.5
General Use,3.5,4,4,8,32,2000,550,1920,10284.0
General Use,3.6,4,8,11,32,500,400,2270,2784.8
General Use,3.2,8,16,8,32,2000,850,1505,10281.6
Home Office,3.6,6,12,2,16,500,500,1418,2696.0
Gaming,3.4,8,16,16,16,1000,550,2735,2531.0
Content Creation,3.8,8,16,8,16,2000,650,2031,20480.0
Home Office,3.6,8,16,4,8,2000,800,1755,10116.0
Gaming,3.6,6,12,20,16,500,750,2326,1594.0
Content Creation,3.5,4,4,8,64,500,850,2600,6392.0
Home Office,3.3,6,12,6,16,2000,650,1450,10193.0
General Use,3.6,4,8,24,64,1000,800,1951,5540.8
Workstation,4.2,16,32,12,16,250,1200,1964,9060.0
Home Office,3.1,4,4,16,8,250,600,2756,1361.0
Home Office,3.6,4,8,8,16,1000,850,1830,5196.0
Content Creation,3.6,2,4,4,16,500,550,1624,5376.0
Home Office,3.2,4,8,16,64,250,600,2792,1922.0
Gaming,3.8,8,16,8,32,1000,600,1826,2457.0
Home Office,3.6,4,8,8,16,500,600,1939,2696.0
Gaming,3.7,8,16,12,16,1000,750,2371,2455.5
Gaming,3.6,2,4,6,16,2000,850,2178,4274.0
Home Office,3.8,4,4,16,32,250,600,1615,1608.0
Gaming,4.5,8,16,6,64,250,500,2205,1087.5
Content Creation,3.2,8,16,8,8,500,1200,1998,5320.0
Home Office,3.7,12,24,16,32,1000,1250,1759,5357.0
Workstation,3.2,4,8,8,32,500,650,2459,8950.0
Workstation,3.4,8,16,8,64,1000,850,1758,15650.0
General Use,3.6,4,8,4,32,2000,850,2680,10284.8
Content Creation,3.4,8,16,12,32,1000,1300,2626,10832.0
Gaming,3.5,4,4,8,32,1000,650,1657,2412.5
Content Creation,3.6,8,16,12,16,500,1000,1861,5512.0
Workstation,3.3,6,12,8,96,1000,1000,2303,17010.0
General Use,3.6,4,8,16,16,1000,700,1869,5156.8
Content Creation,3.7,6,12,6,32,250,600,2917,3260.0
General Use,3.7,6,12,6,8,2000,1000,2183,10093.6
Home Office,3.5,4,4,8,32,1000,1000,2023,5355.0
Workstation,3.4,8,16,8,32,2000,550,2043,23510.0
Workstation,3.6,6,12,8,32,1000,850,2116,14980.0
General Use,3.8,8,16,8,16,1000,850,1960,5158.4
Gaming,3.7,4,8,8,32,1000,1600,2248,2415.5
Gaming,3.7,6,12,16,96,1000,550,2826,2915.5
Workstation,3.2,8,16,8,32,1000,2000,1804,20760.0
Gaming,3.5,6,12,16,96,1000,850,2560,2912.5
Content Creation,3.1,4,4,8,16,2000,1200,1969,20432.0
Content Creation,3.6,6,12,8,64,1000,850,2031,11416.0
Gaming,3.4,6,12,8,32,500,550,2731,1431.0
Content Creation,3.8,4,4,10,16,1000,750,1754,10448.0
Workstation,3.2,8,16,8,128,1000,650,2241,15930.0
Content Creation,3.4,8,16,8,16,500,750,1805,5480.0
Gaming,3.7,8,16,10,64,1000,500,3061,2655.5
Content Creation,3.6,8,16,8,16,2000,650,1541,20480.0
General Use,3.6,4,8,12,32,2000,850,1737,10284.8
Home Office,3.3,6,12,8,32,2000,600,2233,10353.0
Home Office,3.6,4,8,12,32,1000,550,1684,5356.0
Gaming,3.3,6,12,8,32,1000,550,2220,2429.5
Content Creation,3.6,8,16,11,32,1000,750,1633,10824.0
Content Creation,3.8,8,16,6,16,1000,800,2465,10464.0
General Use,3.2,4,8,8,16,500,600,1979,2653.6
Gaming,3.6,8,16,11,64,250,1000,1472,1174.0
Workstation,3.7,6,12,16,64,1000,850,2757,15620.0
Home Office,3.7,8,16,11,16,1000,750,2809,5197.0
Gaming,3.6,6,12,16,16,1000,500,2375,2514.0
Workstation,3.4,8,16,16,16,1000,600,2297,13440.0
Gaming,3.6,2,4,12,32,250,650,1852,974.0
General Use,3.4,6,12,24,32,2000,800,2724,10283.2
Content Creation,4.2,8,16,4,16,1000,450,2072,10448.0
Content Creation,3.2,4,8,6,64,1000,650,2046,11376.0
Home Office,3.6,12,24,8,16,250,600,2363,1446.0
Workstation,3.6,2,4,8,32,2000,650,1880,23920.0
Content Creation,3.2,8,16,6,16,1000,450,2133,10464.0
General Use,3.5,6,12,8,32,2000,650,2109,10284.0
Gaming,3.2,8,16,8,16,1000,600,1696,2368.0
General Use,3.6,2,4,6,8,1000,650,2830,5092.8
Gaming,3.5,4,8,6,32,2000,750,2076,4372.5
Home Office,4.5,8,16,10,64,1000,1200,1719,5685.0
Workstation,3.5,4,4,6,16,2000,650,2292,23630.0
Gaming,3.8,4,4,8,32,500,750,1914,1417.0
Workstation,3.5,4,4,8,64,250,1000,2480,8840.0
Workstation,4.7,12,24,4,8,500,850,2786,9590.0
Home Office,3.2,4,8,8,32,500,700,2069,2852.0
Gaming,3.1,4,4,24,64,1000,1000,2456,2886.5
Content Creation,3.8,4,4,8,16,500,850,2379,5432.0
Content Creation,3.1,4,4,8,64,2000,750,2185,21392.0
Workstation,3.1,4,4,8,32,1000,850,2026,14950.0
Gaming,3.7,8,16,12,96,500,650,2471,1855.5
Content Creation,3.0,8,16,8,16,500,600,2665,5480.0
Home Office,3.4,6,12,8,32,2000,850,2134,10354.0
Workstation,3.4,8,16,8,32,1000,500,1653,13260.0
Home Office,3.7,6,12,4,32,2000,1350,2426,10357.0
Gaming,3.6,4,8,6,8,500,550,2061,1254.0
General Use,3.6,8,16,16,64,1000,650,1812,5540.8
Gaming,3.2,4,8,12,32,500,750,2513,1488.0
General Use,3.7,4,8,8,32,1000,1000,1522,5285.6
General Use,4.7,12,24,8,32,2000,650,1603,10293.6
Gaming,3.8,8,16,6,128,1000,550,2550,2897.0
Home Office,3.2,4,8,4,32,2000,650,1945,10352.0
Gaming,3.2,4,8,12,16,2000,650,2532,4408.0
General Use,3.0,8,16,8,16,1000,600,2206,5152.0
Home Office,3.4,8,16,8,16,2000,650,1564,10194.0
Content Creation,3.9,6,12,3,32,1000,1000,1159,10736.0
General Use,3.8,4,4,4,32,1000,850,1449,5286.4
Gaming,3.9,6,12,12,16,1000,550,2393,2438.5
